Numéro d'ordre;Indiction;Année;Mois;Jour;Type d’acte;Titre;Prénoms;Nom;Domicile;Rôle;Notes;Lieu mentionné;Transcription;Page;Vue;Notaire;Ville;Releveur;Cote;URL
252;12;1584;4;6;Débit;Debito di detto Uberto contra Loigio & Lud.co Roteli & Gio.ta soa madre;Jean Antoine †;Roteli;La Bollène;Partie 2;Acte barré;;;174;175;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/175
252;12;1584;4;6;Débit;Debito di detto Uberto contra Loigio & Lud.co Roteli & Gio.ta soa madre;Jeannette;;;Partie 3;Acte barré;;;174;175;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/175
252;12;1584;4;6;Débit;Debito di detto Uberto contra Loigio & Lud.co Roteli & Gio.ta soa madre;Louis;Uberto;La Bollène;Partie 4;Acte barré;;;174;175;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/175
253;12;1584;4;10;Achat;Compra di Antio Sicardo fu Stefano da Loiseta madre & tutrice de gli figli e heredi di fu H.to Sicardo p lor autori;Louisette;;;Partie 1;Antoine Sicard, fils du feu Etienne, est frère du feu Honoré Sicard dont Louisette est veuve;;;174;175;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/175
253;12;1584;4;10;Achat;Compra di Antio Sicardo fu Stefano da Loiseta madre & tutrice de gli figli e heredi di fu H.to Sicardo p lor autori;Honoré †;Sicard;;Partie 2;Antoine Sicard, fils du feu Etienne, est frère du feu Honoré Sicard dont Louisette est veuve;;;174;175;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/175
253;12;1584;4;10;Achat;Compra di Antio Sicardo fu Stefano da Loiseta madre & tutrice de gli figli e heredi di fu H.to Sicardo p lor autori;Antoine;Sicard;;Partie 3;Antoine Sicard, fils du feu Etienne, est frère du feu Honoré Sicard dont Louisette est veuve;;;174;175;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/175
253;12;1584;4;10;Achat;Compra di Antio Sicardo fu Stefano da Loiseta madre & tutrice de gli figli e heredi di fu H.to Sicardo p lor autori;Etienne †;Sicard;;Partie 4;Antoine Sicard, fils du feu Etienne, est frère du feu Honoré Sicard dont Louisette est veuve;;;174;175;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/175
254;12;1584;4;10;Débit;Debito p m.o Gaspar Thaone contra Antio Sicardo q di Stefano;Antoine;Sicard;Lantosque;Partie 1;;;;175;176;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/176
254;12;1584;4;10;Débit;Debito p m.o Gaspar Thaone contra Antio Sicardo q di Stefano;Etienne †;Sicard;Lantosque;Partie 2;;;;175;176;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/176
254;12;1584;4;10;Débit;Debito p m.o Gaspar Thaone contra Antio Sicardo q di Stefano;Gaspard;Thaon;;Partie 3;;;;175;176;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/176
254;12;1584;4;10;Débit;Debito p m.o Gaspar Thaone contra Antio Sicardo q di Stefano;Honoré †;Sicard;;Partie 4;;;;175;176;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/176
255;12;1584;4;10;Testament & division;Testamento p m.r Honorato Doya contimento divisione;Honoré;Doya;;Partie 1;;;;175;176;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/176
256;12;1584;4;12;Mandement volontaire;Mand.to volon.o p m.o Antio Thaone q di Giaco q.a Antio Sicardo minore;Antoine (Junior);Sicard Flotel;;Partie 1;Acte barré;;;176;176;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/176
256;12;1584;4;12;Mandement volontaire;Mand.to volon.o p m.o Antio Thaone q di Giaco q.a Antio Sicardo minore;Antoine;Thaon;;Partie 2;Acte barré;;;176;176;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/176
256;12;1584;4;12;Mandement volontaire;Mand.to volon.o p m.o Antio Thaone q di Giaco q.a Antio Sicardo minore;Jacques †;Thaon;;Partie 3;Acte barré;;;176;176;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/176
257;12;1584;4;16;Mariage;Matrimonio p Paulo Casano & Catterina figliola dil probo Gio Honorato Lea;Paul;Casano;;Partie 1;;;;176;176;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/176
257;12;1584;4;16;Mariage;Matrimonio p Paulo Casano & Catterina figliola dil probo Gio Honorato Lea;Catherine;Lea;;Partie 2;;;;176;176;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/176
257;12;1584;4;16;Mariage;Matrimonio p Paulo Casano & Catterina figliola dil probo Gio Honorato Lea;Jean Honoré;Lea;;Partie 3;;;;176;176;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/176
258;12;1584;4;17;Mandement volontaire;Mand.to volon.o p m.o Paulo Figuiera contra Giacomo Turrino mra;Jacques;Torrin Mora;;Partie 1;"Acte barré ; Juvénal est frère de Jacques";;;176;176;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/176
258;12;1584;4;17;Mandement volontaire;Mand.to volon.o p m.o Paulo Figuiera contra Giacomo Turrino mra;Paul;Fighiera;Lantosque;Partie 2;"Acte barré ; Juvénal est frère de Jacques";;;176;176;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/176
258;12;1584;4;17;Mandement volontaire;Mand.to volon.o p m.o Paulo Figuiera contra Giacomo Turrino mra;Juvénal;Torrin;;Partie 3;"Acte barré ; Juvénal est frère de Jacques";;;176;176;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/176
259;12;1584;5;1;Débit;Debito p m.r Honorato Thaoni not.o di Lan.ca contra Lud.co Guillemo Guigo di la Bolena;Guillaume;Guigo;La Bollène;Partie 1;"Acte barré ; Honoré Thaon est notaire";;;176;177;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/177
259;12;1584;5;1;Débit;Debito p m.r Honorato Thaoni not.o di Lan.ca contra Lud.co Guillemo Guigo di la Bolena;Honoré;Thaon;Lantosque;Partie 2;"Acte barré ; Honoré Thaon est notaire";;;176;177;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/177
260;12;1584;5;5;Débit;Debito p m.r Gio Peire contra Antio Otto Bronde;Antoine;Otto Brondé;Lantosque;Partie 1;"Acte barré ; Jean Peire est marchand";;;176;177;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/177
260;12;1584;5;5;Débit;Debito p m.r Gio Peire contra Antio Otto Bronde;Jean;Peire;Nice;Partie 2;"Acte barré ; Jean Peire est marchand";;;176;177;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/177
261;12;1584;5;24;Achat;Compra p Antorona moglie di Honorato Auda da m.o Gaspar Thaone;Gaspard;Thaon Bastier;Lantosque;Partie 1;;;;177;177;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/177
261;12;1584;5;24;Achat;Compra p Antorona moglie di Honorato Auda da m.o Gaspar Thaone;Antorine;;;Partie 2;;;;177;177;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/177
261;12;1584;5;24;Achat;Compra p Antorona moglie di Honorato Auda da m.o Gaspar Thaone;Honoré;Auda;Lantosque;Partie 3;;;;177;177;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/177
262;12;1584;5;24;Débit;Debito per m.o Gaspar Thaone contra Honorato Auda;Honoré;Auda;Lantosque;Partie 1;Acte barré;;;177;178;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/178
262;12;1584;5;24;Débit;Debito per m.o Gaspar Thaone contra Honorato Auda;Gaspard;Thaon;Lantosque;Partie 2;Acte barré;;;177;178;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/178
262;12;1584;5;24;Débit;Debito per m.o Gaspar Thaone contra Honorato Auda;Antorine;;;Partie 3;Acte barré;;;177;178;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/178
263;12;1584;5;26;Débit;Debito p m.o Antio abri di S.to Martino contra m.r Tonone Riccio di Sospelo;Tonon;Riccio;Sospel;Partie 1;Acte barré;;;177;178;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/178
263;12;1584;5;26;Débit;Debito p m.o Antio abri di S.to Martino contra m.r Tonone Riccio di Sospelo;Antoine;Fabri;Saint-Martin-Vésubie;Partie 2;Acte barré;;;177;178;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/178
263;12;1584;5;26;Débit;Debito p m.o Antio abri di S.to Martino contra m.r Tonone Riccio di Sospelo;Augustin;Fabri;Saint-Martin-Vésubie;Partie 3;Acte barré;;;177;178;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/178
264;12;1584;5;28;Affranchissement;Affranquimento p Gio Nicolao & Bartho G???;Confrérie du Saint-Esprit;;Lantosque;Partie 1;;;;178;178;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/178
264;12;1584;5;28;Affranchissement;Affranquimento p Gio Nicolao & Bartho G???;Jean Nicolas;G…;Lantosque;Partie 2;;;;178;178;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/178
264;12;1584;5;28;Affranchissement;Affranquimento p Gio Nicolao & Bartho G???;Barthélemy;G…;Lantosque;Partie 3;;;;178;178;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/178
265;12;1584;6;29;Mariage;Matrimonio p Honorato Martelo & p Fran.ta figliola di Gaspar Auda;Honoré;Martelli;Lantosque;Partie 1;;;;179;179;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/179
265;12;1584;6;29;Mariage;Matrimonio p Honorato Martelo & p Fran.ta figliola di Gaspar Auda;Francette;Auda;Lantosque;Partie 2;;;;179;179;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/179
265;12;1584;6;29;Mariage;Matrimonio p Honorato Martelo & p Fran.ta figliola di Gaspar Auda;Gaspard;Auda;Lantosque;Partie 3;;;;179;179;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/179
266;12;1584;7;31;Procuration;Procura di Loiseta moglie di Giaumone Turrino;Louisette;;;Partie 1;Louis Robini est notaire à La Bollène;;;180;180;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/180
266;12;1584;7;31;Procuration;Procura di Loiseta moglie di Giaumone Turrino;Jaumon;Torrin;;Partie 2;Louis Robini est notaire à La Bollène;;;180;180;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/180
266;12;1584;7;31;Procuration;Procura di Loiseta moglie di Giaumone Turrino;Louis;Robini;La Bollène;Partie 3;Louis Robini est notaire à La Bollène;;;180;180;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/180
267;12;1584;8;15;Débit;Debito p m.r Pietro Thaoni contra Honorato Buera di Roc.a;Honoré;Buera;Roquebillière;Partie 1;Acte barré;;;180;181;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/181
267;12;1584;8;15;Débit;Debito p m.r Pietro Thaoni contra Honorato Buera di Roc.a;Pierre;Thaon;Lantosque;Partie 2;Acte barré;;;180;181;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/181
268;12;1584;9;24;Achat;Compra p Honor.ta figliola di Honorato Auda;Honoré;Sigaudo;;Partie 1;;;;181;181;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/181
268;12;1584;9;24;Achat;Compra p Honor.ta figliola di Honorato Auda;Jeannette;;;Partie 2;;;;181;181;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/181
268;12;1584;9;24;Achat;Compra p Honor.ta figliola di Honorato Auda;Honorate;Auda;;Partie 3;;;;181;181;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/181
268;12;1584;9;24;Achat;Compra p Honor.ta figliola di Honorato Auda;Honoré;Auda;;Partie 4;;;;181;181;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/181
269;12;1584;9;24;Reconnaissance;Recognitione p Gio.ta moglie d Honorato Sigaudo da esso connessa;Honoré;Sigaudo;Lantosque;Partie 1;;;;181;182;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/182
269;12;1584;9;24;Reconnaissance;Recognitione p Gio.ta moglie d Honorato Sigaudo da esso connessa;Jeannette;;;Partie 2;;;;181;182;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/182
269;12;1584;9;24;Reconnaissance;Recognitione p Gio.ta moglie d Honorato Sigaudo da esso connessa;Honorate;Auda;;Partie 3;;;;181;182;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/182
269;12;1584;9;24;Reconnaissance;Recognitione p Gio.ta moglie d Honorato Sigaudo da esso connessa;Honoré;Auda;;Partie 4;;;;181;182;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/182
270;12;1584;10;12;Débit;Debito p il no.le Stefano Fabri di Sospelo q.a m.r Paulo Figuiera di Lan.ca;Paul;Fighiera;Lantosque;Partie 1;Acte barré;;;182;182;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/182
270;12;1584;10;12;Débit;Debito p il no.le Stefano Fabri di Sospelo q.a m.r Paulo Figuiera di Lan.ca;Etienne;Fabri;Sospel;Partie 2;Acte barré;;;182;182;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/182
271;12;1584;10;16;Achat;Compra per m.o Loison Uberto da m.o Gio Guigo dit Bosso di La B;Jean;Guigo Bosone;La Bollène;Partie 1;;;;182;183;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/183
271;12;1584;10;16;Achat;Compra per m.o Loison Uberto da m.o Gio Guigo dit Bosso di La B;Louison;Uberto;La Bollène;Partie 2;;;;182;183;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/183
272;12;1584;10;16;Achat;Compra p detto m.o Loisone Uberto da Gio Lud.co Marcone;Jean Louis;Marcone;;Partie 1;;;;183;183;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/183
272;12;1584;10;16;Achat;Compra p detto m.o Loisone Uberto da Gio Lud.co Marcone;Louison;Uberto;La Bollène;Partie 2;;;;183;183;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/183
273;12;1584;10;19;Débit;Debito per m.r Paulo Thaone contra Gio.to Buffone minore;Jeannet (Junior);Buffon;Lantosque;Partie 1;;;;183;184;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/184
273;12;1584;10;19;Débit;Debito per m.r Paulo Thaone contra Gio.to Buffone minore;Paul;Thaon;Lantosque;Partie 2;;;;183;184;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/184
274;12;1584;10;24;Débit;Debito p m.o Stefano Moissiero di Sal... contra m.o Gio Laurenti zio de Belveder;Jean;Laurenti;Belvédère;Partie 1;;;;183;184;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/184
274;12;1584;10;24;Débit;Debito p m.o Stefano Moissiero di Sal... contra m.o Gio Laurenti zio de Belveder;Etienne;Moissiero;;Partie 2;;;;183;184;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/184
275;12;1584;10;29;Débit;Debito p m.r Antonone Fabri contra m.o Gio.to Doya;Jeannet;Doya;Lantosque;Partie 1;Acte barré;;;184;184;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/184
275;12;1584;10;29;Débit;Debito p m.r Antonone Fabri contra m.o Gio.to Doya;Antonin;Fabri;Saint-Martin-Vésubie;Partie 2;Acte barré;;;184;184;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/184
275;12;1584;10;29;Débit;Debito p m.r Antonone Fabri contra m.o Gio.to Doya;Pieron;Fabri;Saint-Martin-Vésubie;Partie 3;Acte barré;;;184;184;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/184
275;12;1584;10;29;Débit;Debito p m.r Antonone Fabri contra m.o Gio.to Doya;Honoré;Gaglio;;Partie 4;Acte barré;;;184;184;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/184
276;12;1584;11;9;Quittance;Quitansa gnale p m.r Antio Lanti da m.r Honorato Thaoni chiruregico;Honoré;Thaon;;Partie 1;Honoré Thaon est chirurgien;;;184;185;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/185
276;12;1584;11;9;Quittance;Quitansa gnale p m.r Antio Lanti da m.r Honorato Thaoni chiruregico;Antoine;Lanti;;Partie 2;Honoré Thaon est chirurgien;;;184;185;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/185
277;12;1584;11;14;Dation en paie;Insoluto datione p m.r Gio.to χρino di Utele da Honorato Sigaudo;Honoré;Sigaudo;Lantosque;Partie 1;;;;184;185;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/185
277;12;1584;11;14;Dation en paie;Insoluto datione p m.r Gio.to χρino di Utele da Honorato Sigaudo;Jeannet;Christini;Utelle;Partie 2;;;;184;185;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/185
277;12;1584;11;14;Dation en paie;Insoluto datione p m.r Gio.to χρino di Utele da Honorato Sigaudo;Jacques;Bovis;Utelle;Partie 3;;;;184;185;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/185
278;12;1584;11;14;Promesse de réméré;Promissione di retrovender di d.to H.to Sigaudo dal detto Gio.to χρino;Jeannet;Christini;Utelle;Partie 1;;;;185;185;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/185
278;12;1584;11;14;Promesse de réméré;Promissione di retrovender di d.to H.to Sigaudo dal detto Gio.to χρino;Honoré;Sigaudo;Lantosque;Partie 2;;;;185;185;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/185
279;12;1584;11;21;Bail à cheptel;Mearia p Gio Grinda dit abbato di Nizza & p Paulo Gaglio di Lan.ca;Paul;Gaglio;Lantosque;Partie 1;"Jean Grindo est dit ""abbé""";;;185;186;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/186
279;12;1584;11;21;Bail à cheptel;Mearia p Gio Grinda dit abbato di Nizza & p Paulo Gaglio di Lan.ca;Jean;Grinda;Nice;Partie 2;"Jean Grindo est dit ""abbé""";;;185;186;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/186
280;12;1584;11;26;Quittance générale & reconnaissance;Quitansa g.ne.li p Gio Gio.to Herigio & Filippone Buffoni frali da Loigio Otto suo cognato con reg.ne p Catterina moglie di d.to Otto;Louis;Otto Brondé;;Partie 1;Par les frères probes Jean, Jeannet, Erige et Philippon Buffon. Catherine est leur sœur et épouse du probe Louis Otto dit Brondé;;;186;187;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/187
280;12;1584;11;26;Quittance générale & reconnaissance;Quitansa g.ne.li p Gio Gio.to Herigio & Filippone Buffoni frali da Loigio Otto suo cognato con reg.ne p Catterina moglie di d.to Otto;Jean;Buffon;;Partie 2;Par les frères probes Jean, Jeannet, Erige et Philippon Buffon. Catherine est leur sœur et épouse du probe Louis Otto dit Brondé;;;186;187;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/187
280;12;1584;11;26;Quittance générale & reconnaissance;Quitansa g.ne.li p Gio Gio.to Herigio & Filippone Buffoni frali da Loigio Otto suo cognato con reg.ne p Catterina moglie di d.to Otto;Jeannet;Buffon;;Partie 3;Par les frères probes Jean, Jeannet, Erige et Philippon Buffon. Catherine est leur sœur et épouse du probe Louis Otto dit Brondé;;;186;187;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/187
280;12;1584;11;26;Quittance générale & reconnaissance;Quitansa g.ne.li p Gio Gio.to Herigio & Filippone Buffoni frali da Loigio Otto suo cognato con reg.ne p Catterina moglie di d.to Otto;Catherine;Buffon;;Partie 4;Par les frères probes Jean, Jeannet, Erige et Philippon Buffon. Catherine est leur sœur et épouse du probe Louis Otto dit Brondé;;;186;187;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/187
281;12;1584;11;27;Mandement volontaire;Mand.to volon.o p m.r Antio Thaone qd Giaco q.a Antio Sicardo Flotel;Antoine;Sicard Flotel;Lantosque;Partie 1;Acte barré;;;187;187;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/187
281;12;1584;11;27;Mandement volontaire;Mand.to volon.o p m.r Antio Thaone qd Giaco q.a Antio Sicardo Flotel;Antoine;Thaon;Lantosque;Partie 2;Acte barré;;;187;187;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/187
281;12;1584;11;27;Mandement volontaire;Mand.to volon.o p m.r Antio Thaone qd Giaco q.a Antio Sicardo Flotel;Jacques †;Thaon;Lantosque;Partie 3;Acte barré;;;187;187;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/187
282;12;1584;11;29;Achat de laine;Compra di lana p m.r Hono.to Thaoni chirurgico da Pietro Malaucena;Pierre;Malaussena;Lantosque;Partie 1;"Acte barré ; Honoré Thaon est chirurgien";;;187;188;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/188
282;12;1584;11;29;Achat de laine;Compra di lana p m.r Hono.to Thaoni chirurgico da Pietro Malaucena;Honoré;Thaon;Lantosque;Partie 2;"Acte barré ; Honoré Thaon est chirurgien";;;187;188;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/188
283;12;1584;12;3;Débit;Debito p m.r Gio Rostagno di Lan.ca contra Lorenzo Astria di Maria;Laurent;Astria;Marie;Partie 1;;;;188;188;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/188
283;12;1584;12;3;Débit;Debito p m.r Gio Rostagno di Lan.ca contra Lorenzo Astria di Maria;Jean;Rostagno;Lantosque;Partie 2;;;;188;188;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/188
284;12;1584;12;3;Quittance de restitution;Quitansa p Gio Nicolao di restituione di detto da Gio Otto Santos & Tonone Nicolao anche quittansa dil detto Otto;Tonon;Nicolao;Lantosque;Partie 1;;;;188;189;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/189
284;12;1584;12;3;Quittance de restitution;Quitansa p Gio Nicolao di restituione di detto da Gio Otto Santos & Tonone Nicolao anche quittansa dil detto Otto;Jean;Nicolao;Lantosque;Partie 2;;;;188;189;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/189
284;12;1584;12;3;Quittance de restitution;Quitansa p Gio Nicolao di restituione di detto da Gio Otto Santos & Tonone Nicolao anche quittansa dil detto Otto;Berthomène;Otto Santon;Lantosque;Partie 3;;;;188;189;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/189
284;12;1584;12;3;Quittance de restitution;Quitansa p Gio Nicolao di restituione di detto da Gio Otto Santos & Tonone Nicolao anche quittansa dil detto Otto;Jean;Otto Santon;Lantosque;Partie 4;;;;188;189;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/189
285;12;1584;12;3;Convention;Conventione o sii aginst per detto Nicolai padre & figliolo;Jean;Nicolao;Lantosque;Partie 1;;;;189;190;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/190
