Numéro d'ordre;Indiction;Année;Mois;Jour;Type d’acte;Titre;Prénoms;Nom;Domicile;Rôle;Notes;Lieu mentionné;Transcription;Page;Vue;Notaire;Ville;Releveur;Cote;URL
285;12;1584;12;3;Convention;Conventione o sii aginst per detto Nicolai padre & figliolo;Tonon;Nicolao;Lantosque;Partie 2;;;;189;190;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/190
286;12;1584;12;10;Achat;Compra di Honorato Gaudino da m.o Giammone Calvino;Jaumon;Calvino;Lucéram;Partie 1;Probe Jaume Calvino de Lucéram et Honorate son épouse, Antoronne épouse de Nadon Barrele de Lucéram, Jaumone épouse d'Honoré Calvino dit Barthiel, Barthélemy fils du feu Jean Mostier de Levens et de la feu Jaumette, feu m. Jean Antoine Testoris habitant de Nice, probe Honoré Gaudino de Lantosque;;;190;190;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/190
286;12;1584;12;10;Achat;Compra di Honorato Gaudino da m.o Giammone Calvino;Nadon;Barrale;Lucéram;Partie 2;Probe Jaume Calvino de Lucéram et Honorate son épouse, Antoronne épouse de Nadon Barrele de Lucéram, Jaumone épouse d'Honoré Calvino dit Barthiel, Barthélemy fils du feu Jean Mostier de Levens et de la feu Jaumette, feu m. Jean Antoine Testoris habitant de Nice, probe Honoré Gaudino de Lantosque;;;190;190;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/190
286;12;1584;12;10;Achat;Compra di Honorato Gaudino da m.o Giammone Calvino;Honoré;Calvino;;Partie 3;Probe Jaume Calvino de Lucéram et Honorate son épouse, Antoronne épouse de Nadon Barrele de Lucéram, Jaumone épouse d'Honoré Calvino dit Barthiel, Barthélemy fils du feu Jean Mostier de Levens et de la feu Jaumette, feu m. Jean Antoine Testoris habitant de Nice, probe Honoré Gaudino de Lantosque;;;190;190;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/190
286;12;1584;12;10;Achat;Compra di Honorato Gaudino da m.o Giammone Calvino;Honoré;Gaudino;Lantosque;Partie 4;Probe Jaume Calvino de Lucéram et Honorate son épouse, Antoronne épouse de Nadon Barrele de Lucéram, Jaumone épouse d'Honoré Calvino dit Barthiel, Barthélemy fils du feu Jean Mostier de Levens et de la feu Jaumette, feu m. Jean Antoine Testoris habitant de Nice, probe Honoré Gaudino de Lantosque;;;190;190;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/190
287;12;1584;12;10;Débit;Debito p detto Calvino q.a detto Gaudino;Honoré;Gaudino;Lantosque;Partie 1;Acte barré;;;190;191;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/191
287;12;1584;12;10;Débit;Debito p detto Calvino q.a detto Gaudino;Jaumon;Calvino;Lucéram;Partie 2;Acte barré;;;190;191;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/191
288;12;1584;12;10;Mandement volontaire;Mand.to volon.o p m.o Antio Thaone qd Giaco q.a Antio Sicardo minore dit Flotel;Antoine (Junior);Sicard Flotel;;Partie 1;Acte barré;;;191;191;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/191
288;12;1584;12;10;Mandement volontaire;Mand.to volon.o p m.o Antio Thaone qd Giaco q.a Antio Sicardo minore dit Flotel;Antoine;Thaon;;Partie 2;Acte barré;;;191;191;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/191
288;12;1584;12;10;Mandement volontaire;Mand.to volon.o p m.o Antio Thaone qd Giaco q.a Antio Sicardo minore dit Flotel;Jacques †;Thaon;;Partie 3;Acte barré;;;191;191;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/191
289;12;1584;12;18;Mandement volontaire;Mand.to volon.o p d.to Thaone q.a Gio Poleto;Jean;Poleto;;Partie 1;;;;191;191;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/191
289;12;1584;12;18;Mandement volontaire;Mand.to volon.o p d.to Thaone q.a Gio Poleto;Antoine;Thaon;;Partie 2;;;;191;191;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/191
290;12;1584;12;21;Bail à cheptel;Mearia p m.r Lud.co Masseglia et Bartho Trabuco;Barthélemy;Trabuco;Lantosque;Partie 1;;;;191;192;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/192
290;12;1584;12;21;Bail à cheptel;Mearia p m.r Lud.co Masseglia et Bartho Trabuco;Louis;Massilia;Utelle;Partie 2;;;;191;192;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/192
291;13;1584;12;28;Convention & Accord;Conventione & accordi a far sabato p m.o Loisone Uberto & Honorato figliolo di Bartho Gaglio ambi doi di La Bolena;Louis;Uberto;La Bollène;Partie 1;L’année indiquée sur l’acte est 1585 (style de la Nativité);;;194;194;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/194
291;13;1584;12;28;Convention & Accord;Conventione & accordi a far sabato p m.o Loisone Uberto & Honorato figliolo di Bartho Gaglio ambi doi di La Bolena;Honoré;Gaglio;La Bollène;Partie 2;L’année indiquée sur l’acte est 1585 (style de la Nativité);;;194;194;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/194
291;13;1584;12;28;Convention & Accord;Conventione & accordi a far sabato p m.o Loisone Uberto & Honorato figliolo di Bartho Gaglio ambi doi di La Bolena;Barthélemy;Gaglio;La Bollène;Partie 3;L’année indiquée sur l’acte est 1585 (style de la Nativité);;;194;194;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/194
293;13;1585;9;10;Débit;Debito per la no.le Magdalena Ramina contra Pietro Millone;Pierre;Millo;;Partie 1;Acte barré;;;227;195;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/195
293;13;1585;9;10;Débit;Debito per la no.le Magdalena Ramina contra Pietro Millone;Madeleine;Ramini;;Partie 2;Acte barré;;;227;195;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/195
294;13;1585;9;11;Débit;Debito p detta no.le Magdalena Ramina contra Cabrai Inguiberti;Caprais;Inguiberti;Tournefort;Partie 1;Acte barré;;;227;196;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/196
294;13;1585;9;11;Débit;Debito p detta no.le Magdalena Ramina contra Cabrai Inguiberti;Madeleine;Ramini;;Partie 2;Acte barré;;;227;196;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/196
295;13;1585;9;12;Débit;Debito p d.a Magdalena contra m.o Pancratio Milone;Pancrace;Millo;;Partie 1;Acte barré;;;227;196;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/196
295;13;1585;9;12;Débit;Debito p d.a Magdalena contra m.o Pancratio Milone;Madeleine;Ramini;;Partie 2;Acte barré;;;227;196;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/196
296;13;1585;9;15;Débit;Debito per essa no.le Magdalena contra Otio Dalone de Lan.ca;Otho;Dallò;Lantosque;Partie 1;Acte barré;;;228;196;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/196
296;13;1585;9;15;Débit;Debito per essa no.le Magdalena contra Otio Dalone de Lan.ca;Madeleine;Ramini;;Partie 2;Acte barré;;;228;196;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/196
297;13;1585;9;15;Débit;Debito per d.a no.le Magdalena contra m.o Honor.to Figuiera;Honoré;Fighiera;Lantosque;Partie 1;Acte barré;;;228;196;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/196
297;13;1585;9;15;Débit;Debito per d.a no.le Magdalena contra m.o Honor.to Figuiera;Madeleine;Ramini;;Partie 2;Acte barré;;;228;196;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/196
298;13;1585;9;16;Débit;Debito per d.a no.le Magdalena contra Peirone Sicardo Flotel;Pierre;Sicard Flotel;;Partie 1;;;;228;197;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/197
298;13;1585;9;16;Débit;Debito per d.a no.le Magdalena contra Peirone Sicardo Flotel;Madeleine;Ramini;;Partie 2;;;;228;197;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/197
299;13;1585;9;23;Bail;Arrend.to per m.o Manuele Pass.o.ne et Gioanneto Nicolao ambi doi di Lan.ca;Manuel;Passeron;Lantosque;Partie 1;;;;229;197;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/197
299;13;1585;9;23;Bail;Arrend.to per m.o Manuele Pass.o.ne et Gioanneto Nicolao ambi doi di Lan.ca;Jeannet;Nicolao;Lantosque;Partie 2;;;;229;197;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/197
300;13;1585;9;23;Débit;Debito per d.o m.o Manuele Passerone q.a Gio Cerre Grande;Jean;Serre Grande;;Partie 1;Acte barré;;;229;198;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/198
300;13;1585;9;23;Débit;Debito per d.o m.o Manuele Passerone q.a Gio Cerre Grande;Manuel;Passeron;Lantosque;Partie 2;Acte barré;;;229;198;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/198
301;13;1585;10;4;Dation en paie;Insolutioni datione per m Filippo Cafareli da Bartho Trabuco;Barthélemy;Trabuco;Lantosque;Partie 1;;;;229;198;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/198
301;13;1585;10;4;Dation en paie;Insolutioni datione per m Filippo Cafareli da Bartho Trabuco;Philippe;Caffarelo;Lantosque;Partie 2;;;;229;198;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/198
302;13;1585;10;4;Débit;Debito per m Filippo Cafareli q.a Bartho Trabuco ambi doi di Lan.ca;Barthélemy;Trabuco;Lantosque;Partie 1;Acte barré;;;230;198;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/198
302;13;1585;10;4;Débit;Debito per m Filippo Cafareli q.a Bartho Trabuco ambi doi di Lan.ca;Philippe;Caffarelo;Lantosque;Partie 2;Acte barré;;;230;198;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/198
303;13;1585;10;8;Crédit;Credito per m.r Antonone Fabri habita.e in Nizza contra Durando Raimondo de Lantosca;Durand;Raimondo;Lantosque;Partie 1;Antoron Fabri habite à Nice;;;230;199;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/199
303;13;1585;10;8;Crédit;Credito per m.r Antonone Fabri habita.e in Nizza contra Durando Raimondo de Lantosca;Antoron;Fabri;Saint-Martin-Vésubie;Partie 2;Antoron Fabri habite à Nice;;;230;199;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/199
303;13;1585;10;8;Crédit;Credito per m.r Antonone Fabri habita.e in Nizza contra Durando Raimondo de Lantosca;Pierre;Fabri;Saint-Martin-Vésubie;Partie 3;Antoron Fabri habite à Nice;;;230;199;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/199
304;13;1585;10;10;Achat;Compra p m.o Guivenale Auda da m.r Durando Cerre chirurg.co;Durand;Serre;Lantosque;Partie 1;Durand Serre est chirurgien;;;231;199;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/199
304;13;1585;10;10;Achat;Compra p m.o Guivenale Auda da m.r Durando Cerre chirurg.co;Juvénal;Auda;Lantosque;Partie 2;Durand Serre est chirurgien;;;231;199;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/199
305;13;1585;10;10;Permutation;Permutatione p m.o Guivenale & Antio Auda frateli;Juvénal;Auda;Lantosque;Partie 1;;;;231;200;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/200
305;13;1585;10;10;Permutation;Permutatione p m.o Guivenale & Antio Auda frateli;Antoine;Auda;Lantosque;Partie 2;;;;231;200;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/200
306;13;1585;10;13;Testament;Testamento per la honesta Peirina Gaglia rel.ta di fu m.o Loisone Thaone;Périnette;Gaglio;;Partie 1;"Périnette Gaglio est veuve de Louis Thaon, elle fait hériter Jeannette Gaglio fille du feu André Gaglio son frère ; Jacques et Louisette enfants du feu Barthélemy Gaglio son autre frère. Elle a deux autres frères Paul et Guillaume, le dernier étant décédé et dont l'épouse se nomme Jeannette";;;232;201;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/201
306;13;1585;10;13;Testament;Testamento per la honesta Peirina Gaglia rel.ta di fu m.o Loisone Thaone;Louis †;Thaon;Lantosque;Partie 2;"Périnette Gaglio est veuve de Louis Thaon, elle fait hériter Jeannette Gaglio fille du feu André Gaglio son frère ; Jacques et Louisette enfants du feu Barthélemy Gaglio son autre frère. Elle a deux autres frères Paul et Guillaume, le dernier étant décédé et dont l'épouse se nomme Jeannette";;;232;201;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/201
306;13;1585;10;13;Testament;Testamento per la honesta Peirina Gaglia rel.ta di fu m.o Loisone Thaone;André †;Gaglio;;Partie 3;"Périnette Gaglio est veuve de Louis Thaon, elle fait hériter Jeannette Gaglio fille du feu André Gaglio son frère ; Jacques et Louisette enfants du feu Barthélemy Gaglio son autre frère. Elle a deux autres frères Paul et Guillaume, le dernier étant décédé et dont l'épouse se nomme Jeannette";;;232;201;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/201
306;13;1585;10;13;Testament;Testamento per la honesta Peirina Gaglia rel.ta di fu m.o Loisone Thaone;Barthélemy †;Gaglio;;Partie 4;"Périnette Gaglio est veuve de Louis Thaon, elle fait hériter Jeannette Gaglio fille du feu André Gaglio son frère ; Jacques et Louisette enfants du feu Barthélemy Gaglio son autre frère. Elle a deux autres frères Paul et Guillaume, le dernier étant décédé et dont l'épouse se nomme Jeannette";;;232;201;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/201
307;13;1585;10;13;Mariage;Matrimonio per m.o Antonio Drach de Mogins en Provensa et per Honorata figliola di m.o Gio.to Augiero de Lantosca;Antoine;Drac;Mougins;Partie 1;;;;233;202;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/202
307;13;1585;10;13;Mariage;Matrimonio per m.o Antonio Drach de Mogins en Provensa et per Honorata figliola di m.o Gio.to Augiero de Lantosca;Honorate;Augier;Lantosque;Partie 2;;;;233;202;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/202
307;13;1585;10;13;Mariage;Matrimonio per m.o Antonio Drach de Mogins en Provensa et per Honorata figliola di m.o Gio.to Augiero de Lantosca;Jeannet;Augier;Lantosque;Partie 3;;;;233;202;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/202
307;13;1585;10;13;Mariage;Matrimonio per m.o Antonio Drach de Mogins en Provensa et per Honorata figliola di m.o Gio.to Augiero de Lantosca;Claudine;;;Partie 4;;;;233;202;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/202
308;13;1585;10;18;Achat;Compra per Tonone Rosso da m.o Lud.co Crava;Louis;Crava;Lantosque;Partie 1;Jeannet Millo est cousin germain d'Andrivette;;;234;203;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/203
308;13;1585;10;18;Achat;Compra per Tonone Rosso da m.o Lud.co Crava;Andrivette;;;Partie 2;Jeannet Millo est cousin germain d'Andrivette;;;234;203;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/203
308;13;1585;10;18;Achat;Compra per Tonone Rosso da m.o Lud.co Crava;Jeannet;Millo;;Partie 3;Jeannet Millo est cousin germain d'Andrivette;;;234;203;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/203
308;13;1585;10;18;Achat;Compra per Tonone Rosso da m.o Lud.co Crava;Tonon;Ros Giusto;Lantosque;Partie 4;Jeannet Millo est cousin germain d'Andrivette;;;234;203;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/203
309;13;1585;10;18;Débit;Debito per m.r Filippo Thaoni contra Isoardo Bruno di Lantosca;Isoard;Brun;Lantosque;Partie 1;Acte barré;;;235;203;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/203
309;13;1585;10;18;Débit;Debito per m.r Filippo Thaoni contra Isoardo Bruno di Lantosca;Philippe;Thaon;;Partie 2;Acte barré;;;235;203;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/203
310;13;1585;10;20;Mariage;Matrimonio per Francesco Cerre di Loisone et per Peirineta figliola dil pbo Gio Otto Santo;François;Serre;Lantosque;Partie 1;;;;235;204;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/204
310;13;1585;10;20;Mariage;Matrimonio per Francesco Cerre di Loisone et per Peirineta figliola dil pbo Gio Otto Santo;Louis;Serre;Lantosque;Partie 2;;;;235;204;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/204
310;13;1585;10;20;Mariage;Matrimonio per Francesco Cerre di Loisone et per Peirineta figliola dil pbo Gio Otto Santo;Périnette;Otto Santon;Lantosque;Partie 3;;;;235;204;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/204
310;13;1585;10;20;Mariage;Matrimonio per Francesco Cerre di Loisone et per Peirineta figliola dil pbo Gio Otto Santo;Jean;Otto Santon;Lantosque;Partie 4;;;;235;204;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/204
311;13;1585;10;21;Mandement volontaire;Mand.to volon.o p Magalena rel.ta di m.o Cipriano Camosso q.a And.a Passerone Galli;André;Passeron Gallin;;Partie 1;;;;236;205;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/205
311;13;1585;10;21;Mandement volontaire;Mand.to volon.o p Magalena rel.ta di m.o Cipriano Camosso q.a And.a Passerone Galli;Madeleine;;;Partie 2;;;;236;205;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/205
311;13;1585;10;21;Mandement volontaire;Mand.to volon.o p Magalena rel.ta di m.o Cipriano Camosso q.a And.a Passerone Galli;Cyprien †;Camosso;;Partie 3;;;;236;205;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/205
312;13;1585;10;21;Crédit;Credito per m.o Gaspar Thaone contra Bartho Moissino Chiabaut;Barthélemy;Moissin;Lantosque;Partie 1;;;;237;205;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/205
312;13;1585;10;21;Crédit;Credito per m.o Gaspar Thaone contra Bartho Moissino Chiabaut;Gaspard;Thaon Bastier;Lantosque;Partie 2;;;;237;205;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/205
313;13;1585;10;21;Procuration;Procura p il V.le S.e Priore di Lan.ca m.r And.a Fulconis;André;Fulconis;Lantosque;Partie 1;André Fulconis est curé de Lantosque et son frère Jean Philippe Fulconis est curé de Saint-Etienne de Tinée;;;237;205;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/205
313;13;1585;10;21;Procuration;Procura p il V.le S.e Priore di Lan.ca m.r And.a Fulconis;Antoine;Isoardi;Nice;Partie 2;André Fulconis est curé de Lantosque et son frère Jean Philippe Fulconis est curé de Saint-Etienne de Tinée;;;237;205;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/205
313;13;1585;10;21;Procuration;Procura p il V.le S.e Priore di Lan.ca m.r And.a Fulconis;Jean Jacques;Massin;Nice;Partie 3;André Fulconis est curé de Lantosque et son frère Jean Philippe Fulconis est curé de Saint-Etienne de Tinée;;;237;205;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/205
